code|name|Group|Type|abu|air|besi|beta-karoten|energi|fosfor|kalium|kalsium|karbohidrat|karoten total|lemak|natrium|niasin|protein|retinol|riboflavin|seng|serat|tembaga|thiamin|vitamin c
GP029|Pindang Indian scad raw|Fish and Other Seafood|Processed/Products|7.2 g|60.0 g|3.0 mg|0 mcg|153|200 mg|0 mg|60 mg|0.0 g|0 mcg|2.8 g|0 mg|0 mg|30.0 g|61 mcg|0 mg|0 mg|0.0 g|0 mg|0.07 mg|0 mg
GP030|Pindang blackbanded trevally raw|Fish and Other Seafood|Processed/Products|10.0 g|60.0 g|3.0 mg|0 mcg|142|200 mg|0 mg|60 mg|0.0 g|0 mcg|3.0 g|0 mg|0 mg|27.0 g|61 mcg|0 mg|0 mg|0.0 g|0 mg|0.07 mg|0 mg
GP031|Smoked catfish raw|Fish and Other Seafood|Processed/Products|7.1 g|8.5 g|2.7 mg|410 mcg|534|1244 mg|673.0 mg|199 mg|4.9 g|0 mcg|39.3 g|673 mg|0.0 mg|40.2 g|0 mcg|0.50 mg|2.6 mg|2.0 g|0.30 mg|0.02 mg|0 mg
GP032|Seluang fish dried raw|Fish and Other Seafood|Processed/Products|5.8 g|12.4 g|7.0 mg|0 mcg|415|919 mg|488.0 mg|258 mg|2.9 g|0 mcg|17.6 g|381 mg|17.3 mg|61.3 g|0 mcg|0.10 mg|1.0 mg|0.0 g|17.60 mg|0.03 mg|0 mg
GP033|Hara fish dish|Fish and Other Seafood|Processed/Products|7.8 g|33.6 g|9.5 mg|0 mcg|284|1103 mg|263.0 mg|1426 mg|14.6 g|0 mcg|9.9 g|1767 mg|0 mg|34.1 g|0 mcg|0.03 mg|18.7 mg|0.0 g|1.30 mg|0.49 mg|0 mg
GP034|Blackbanded trevally cue raw|Fish and Other Seafood|Processed/Products|7.3 g|42.6 g|9.8 mg|0 mcg|240|362 mg|159.0 mg|159 mg|20.7 g|0 mcg|7.7 g|2041 mg|0 mg|21.7 g|0 mcg|0.02 mg|8.8 mg|0 g|1.50 mg|0.51 mg|0 mg
GP035|Yellowstripe scad dried raw|Fish and Other Seafood|Processed/Products|0.7 g|59.0 g|2.0 mg|0 mcg|138|100 mg|0 mg|50 mg|0.0 g|0 mcg|3.3 g|0 mg|0 mg|27.0 g|45 mcg|0 mg|0 mg|0.0 g|0 mg|0.10 mg|0 mg
GP036|Snakeskin gourami dried raw|Fish and Other Seafood|Processed/Products|15.5 g|43.0 g|1.0 mg|0 mcg|194|200 mg|0 mg|20 mg|0.0 g|0 mcg|3.5 g|0 mg|0 mg|38.0 g|0 mcg|0 mg|0 mg|0.0 g|0 mg|0.01 mg|0 mg
GP037|Leopard coral grouper salted raw|Fish and Other Seafood|Processed/Products|18.0 g|30.0 g|0.7 mg|0 mcg|289|100 mg|0 mg|40 mg|0.0 g|0 mcg|14.0 g|0 mg|0 mg|38.0 g|0 mcg|0 mg|0 mg|0.0 g|0 mg|0.00 mg|0 mg
GP038|Fish ground raw|Fish and Other Seafood|Processed/Products|20.3 g|34.7 g|2.2 mg|0 mcg|199|92 mg|57.0 mg|94 mg|7.1 g|0 mcg|3.8 g|377 mg|7.2 mg|34.1 g|2481 mcg|0.13 mg|3.2 mg|0 g|0.10 mg|1.50 mg|0 mg
GP039|Baby anchovies dried raw|Fish and Other Seafood|Processed/Products|6.7 g|4.3 g|16.6 mg|0 mcg|316|1976 mg|0 mg|3196 mg|22.4 g|0 mcg|6.5 g|0 mg|0 mg|60.1 g|320 mcg|0 mg|0 mg|0.0 g|0 mg|0.00 mg|0 mg
GP040|Anchovy ground raw|Fish and Other Seafood|Processed/Products|32.4 g|34.5 g|3.0 mg|0 mcg|144|1000 mg|0 mg|1000 mg|0.0 g|0 mcg|0.6 g|312 mg|0 mg|32.5 g|61 mcg|0 mg|0 mg|0.0 g|0 mg|0.10 mg|0 mg
GP041|Anchovy dried raw|Fish and Other Seafood|Processed/Products|20.9 g|15.0 g|3.0 mg|0 mcg|277|1225 mg|0 mg|1209 mg|1.8 g|0 mcg|2.3 g|0 mg|0 mg|60.0 g|90 mcg|0 mg|0 mg|0.0 g|0 mg|0.10 mg|0 mg
GP042|Anchovy dried unsalted raw|Fish and Other Seafood|Processed/Products|25.8 g|37.8 g|3.6 mg|0 mcg|170|1500 mg|0 mg|1200 mg|0.0 g|0 mcg|3.0 g|0 mg|0 mg|33.4 g|64 mcg|0 mg|0 mg|0.0 g|0 mg|0.15 mg|0 mg
GP043|Anchovy ground raw|Fish and Other Seafood|Processed/Products|10.4 g|16.7 g|23.4 mg|0 mcg|331|1500 mg|0 mg|2381 mg|0.0 g|0 mcg|4.2 g|0 mg|0 mg|68.7 g|61 mcg|0 mg|0 mg|0.0 g|0 mg|0.10 mg|0 mg
GP044|Clam smoked raw|Fish and Other Seafood|Processed/Products|20.0 g|5.2 g|18.6 mg|0 mcg|347|1200 mg|0 mg|4608 mg|19.6 g|130 mcg|6.4 g|0 mg|0 mg|48.8 g|61 mcg|0 mg|0 mg|0.0 g|0 mg|1.12 mg|0 mg
GP045|Clam jerky raw|Fish and Other Seafood|Processed/Products|9.1 g|9.3 g|8.5 mg|0 mcg|393|410 mg|50.0 mg|420 mg|29.4 g|0 mcg|13.3 g|160 mg|0.2 mg|38.9 g|0 mcg|1.70 mg|3.7 mg|0 g|0.60 mg|0.30 mg|0 mg
GP046|Small shrimp (Acetes) dried raw|Fish and Other Seafood|Processed/Products|5.0 g|18.3 g|5.2 mg|0 mcg|357|904 mg|0 mg|217 mg|25.6 g|329 mcg|10.0 g|0 mg|0 mg|41.1 g|0 mcg|0 mg|0 mg|0.0 g|0 mg|0.27 mg|0 mg
GP047|Rebung laut raw|Fish and Other Seafood|Processed/Products|12.2 g|21.6 g|21.4 mg|0 mcg|299|625 mg|0 mg|2306 mg|3.2 g|0 mcg|3.6 g|0 mg|0 mg|59.4 g|0 mcg|0 mg|0 mg|0.0 g|0 mg|0.06 mg|0 mg
GP048|Rusip|Fish and Other Seafood|Processed/Products|7.1 g|18.2 g|6.6 mg|0 mcg|320|570 mg|1040.0 mg|240 mg|63.3 g|0 mcg|4.2 g|20 mg|4.9 mg|7.2 g|917 mcg|0.00 mg|6.2 mg|0 g|1.50 mg|0.00 mg|0 mg
GP049|Canned sardine|Fish and Other Seafood|Processed/Products|3.8 g|47.1 g|3.5 mg|0 mcg|338|434 mg|0 mg|354 mg|1.0 g|0 mcg|27.0 g|0 mg|0 mg|21.1 g|76 mcg|0 mg|0 mg|0.0 g|0 mg|0.10 mg|0 mg
GP050|Sea cucumber jerky raw|Fish and Other Seafood|Processed/Products|12.5 g|12.5 g|96.4 mg|0 mcg|462|616 mg|402.5 mg|499 mg|3.5 g|144 mcg|32.4 g|315 mg|5.3 mg|39.1 g|2 mcg|0.00 mg|0 mg|0.0 g|0 mg|1.37 mg|0 mg
GP051|Dried shrimp raw|Fish and Other Seafood|Processed/Products|16.2 g|14.9 g|5.2 mg|0 mcg|278|510 mg|360.0 mg|760 mg|2.2 g|0 mcg|4.1 g|540 mg|0.1 mg|62.6 g|39 mcg|0 mg|3.2 mg|0 g|2.40 mg|0 mg|0 mg
GP052|Small shrimp raw|Fish and Other Seafood|Processed/Products|11.5 g|24.5 g|2.4 mg|0 mcg|273|789 mg|802.0 mg|1109 mg|12.5 g|0 mcg|3.8 g|651 mg|0 mg|47.8 g|0 mcg|0 mg|10.8 mg|0 g|2.60 mg|0 mg|0 mg
GP053|Shreded snakehead murrel|Fish and Other Seafood|Processed/Products|6.4 g|11.6 g|0.5 mg|0 mcg|513|25 mg|15.0 mg|25 mg|21.3 g|0 mcg|37.0 g|61 mg|0 mg|23.7 g|0 mcg|0 mg|0.2 mg|0 g|0.00 mg|0 mg|0 mg
GP054|Shredded fish|Fish and Other Seafood|Processed/Products|10.1 g|6.4 g|0 mg|0 mcg|435|0 mg|0 mg|0 mg|36.1 g|0 mcg|20.2 g|0 mg|24.3 mg|27.2 g|0 mcg|0.80 mg|0 mg|0 g|0 mg|0 mg|0 mg
GP055|Betok wadi dish|Fish and Other Seafood|Processed/Products|3.4 g|69.2 g|1.8 mg|0 mcg|145|523 mg|203.0 mg|405 mg|4.1 g|0 mcg|7.0 g|69 mg|0 mg|16.3 g|0 mcg|0 mg|1.3 mg|0 g|1.00 mg|0.22 mg|0 mg
GP056|Bou ninahu ndamate dish|Fish and Other Seafood|Processed/Products|2.1 g|79.5 g|0 mg|0 mcg|79|0 mg|0 mg|0 mg|1.1 g|0 mcg|1.0 g|67 mg|0.1 mg|6.3 g|691 mcg|0.00 mg|0 mg|0 g|0 mg|0.10 mg|0 mg
GP057|Bouiki ninahu nggaluku dish|Fish and Other Seafood|Processed/Products|5.3 g|73.9 g|0 mg|0 mcg|94|0 mg|179.4 mg|0 mg|10.8 g|0 mcg|2.2 g|58 mg|2.4 mg|7.8 g|0 mcg|0.03 mg|1.5 mg|0 g|0 mg|0.50 mg|0 mg
GP058|Smoked skipjack tuna (papua smoked)|Fish and Other Seafood|Processed/Products|1.6 g|64.3 g|2.1 mg|0 mcg|155|240 mg|390.0 mg|20 mg|10.2 g|0 mcg|3.8 g|90 mg|0.2 mg|20.1 g|86 mcg|0.70 mg|0.1 mg|0 g|0.30 mg|0 mg|0 mg
GP059|Eel jerky fried|Fish and Other Seafood|Processed/Products|14.0 g|8.2 g|15.4 mg|0 mcg|382|654 mg|0 mg|1069 mg|8.0 g|1480 mcg|14.1 g|0 mg|0 mg|55.7 g|28 mcg|0 mg|0 mg|0.0 g|0 mg|0.48 mg|0 mg
GP060|Tilapia jerky fried|Fish and Other Seafood|Processed/Products|13.1 g|6.5 g|7.4 mg|0 mcg|598|1447 mg|0 mg|1957 mg|9.2 g|25 mcg|26.9 g|0 mg|0 mg|74.3 g|18 mcg|0 mg|0 mg|0.0 g|0 mg|0.19 mg|0 mg
GP061|Fillet o-fish|Fish and Other Seafood|Processed/Products|1.5 g|51.0 g|1.8 mg|0 mcg|270|272 mg|0 mg|239 mg|19.3 g|580 mcg|15.9 g|439 mg|0 mg|12.3 g|34 mcg|0 mg|0 mg|0.2 g|0 mg|0.59 mg|0 mg
GP062|Sour soup gete dish|Fish and Other Seafood|Processed/Products|3.8 g|80.1 g|0.8 mg|0 mcg|75|880 mg|150.0 mg|1620 mg|6.0 g|0 mcg|2.0 g|260 mg|0.1 mg|8.2 g|0 mcg|0 mg|1.5 mg|0 g|0.10 mg|0 mg|0 mg
GP063|Gulai asam keueung dish|Fish and Other Seafood|Processed/Products|1.7 g|86.0 g|0.3 mg|0 mcg|52|102 mg|141.0 mg|62 mg|1.8 g|0 mcg|0.5 g|332 mg|0 mg|10.0 g|0 mcg|0.34 mg|1.0 mg|0 g|0.00 mg|0.18 mg|0 mg
GP064|Gulai ikan paya dish|Fish and Other Seafood|Processed/Products|3.1 g|72.1 g|0.7 mg|0 mcg|148|82 mg|256.0 mg|103 mg|5.0 g|0 mcg|9.8 g|525 mg|0 mg|10.0 g|0 mcg|0.02 mg|0.9 mg|0 g|0.10 mg|0.26 mg|0 mg
GP065|Fish gulai dish|Fish and Other Seafood|Processed/Products|2.0 g|75.7 g|4.8 mg|0 mcg|106|196 mg|0 mg|306 mg|2.5 g|2760 mcg|3.3 g|743 mg|0 mg|16.5 g|86 mcg|0 mg|0 mg|0 g|0 mg|0.32 mg|0 mg
GP066|Gulai keumamah dish|Fish and Other Seafood|Processed/Products|1.3 g|81.4 g|1.0 mg|0 mcg|110|96 mg|121.0 mg|32 mg|3.2 g|0 mcg|8.2 g|335 mg|0 mg|5.9 g|0 mcg|0.04 mg|0.9 mg|0 g|0.20 mg|0.33 mg|0 mg
GP067|Oyster gulai dish|Fish and Other Seafood|Processed/Products|2.9 g|73.1 g|3.7 mg|0 mcg|132|134 mg|133.0 mg|53 mg|7.8 g|0 mcg|7.2 g|285 mg|0 mg|9.0 g|389 mcg|0.12 mg|0.7 mg|0 g|1.10 mg|0.29 mg|0 mg
GP068|Sweet sour gourami dish|Fish and Other Seafood|Processed/Products|2.4 g|63.1 g|1.1 mg|0 mcg|192|169 mg|0 mg|283 mg|12.7 g|1440 mcg|10.1 g|0 mg|0 mg|12.7 g|19 mcg|0 mg|0 mg|0.0 g|0 mg|0.10 mg|0 mg
GP069|Red smoked fish dish|Fish and Other Seafood|Processed/Products|1.6 g|69.2 g|4.0 mg|0 mcg|146|240 mg|310.0 mg|100 mg|5.6 g|0 mcg|5.9 g|170 mg|0 mg|17.7 g|224 mcg|0 mg|1.4 mg|0 g|0.30 mg|0 mg|0 mg
GP070|Fried pangasius|Fish and Other Seafood|Processed/Products|26.6 g|13.4 g|3.3 mg|0 mcg|286|457 mg|0 mg|207 mg|2.3 g|160 mcg|9.2 g|0 mg|3.1 mg|48.5 g|109 mcg|0 mg|0 mg|0 g|0 mg|0.40 mg|0 mg
GP071|Jukku pallu kaloa dish|Fish and Other Seafood|Processed/Products|2.3 g|69.4 g|1.1 mg|0 mcg|15|170 mg|153.0 mg|40 mg|8.8 g|0 mcg|4.3 g|605 mg|7.5 mg|15.2 g|0 mcg|0.14 mg|1.1 mg|0 g|0.60 mg|0.30 mg|0 mg
GP072|Kaholeo dish|Fish and Other Seafood|Processed/Products|10.5 g|11.2 g|0.0 mg|0 mcg|413|1291 mg|1171.0 mg|909 mg|29.8 g|0 mcg|19.8 g|0 mg|5.7 mg|28.7 g|4236 mcg|0.03 mg|3.1 mg|0 g|0.10 mg|1.34 mg|0 mg
GP073|Lawara penjah dish|Fish and Other Seafood|Processed/Products|2.9 g|64.5 g|5.9 mg|38 mcg|207|219 mg|117.0 mg|114 mg|9.6 g|0 mcg|15.4 g|683 mg|0 mg|7.4 g|0 mcg|0.04 mg|0.7 mg|0 g|0.50 mg|0.19 mg|14 mg
GP074|Model dish|Fish and Other Seafood|Processed/Products|1.3 g|83.9 g|0.8 mg|0 mcg|79|33 mg|34.0 mg|8 mg|8.6 g|0 mcg|4.0 g|147 mg|0 mg|2.2 g|0 mcg|0.02 mg|0.5 mg|0 g|0.10 mg|0.16 mg|0 mg
GP075|Yellow pickled tilapia dish|Fish and Other Seafood|Processed/Products|4.6 g|43.1 g|5.3 mg|0 mcg|330|357 mg|0 mg|154 mg|12.1 g|4130 mcg|23.4 g|0 mg|0 mg|17.8 g|24 mcg|0 mg|0 mg|1.1 g|0 mg|0.15 mg|0 mg
GP076|Parede baleh dish|Fish and Other Seafood|Processed/Products|1.5 g|80.0 g|0.9 mg|0 mcg|87|215 mg|59.0 mg|35 mg|5.5 g|0 mcg|2.5 g|416 mg|0.7 mg|10.5 g|0 mcg|0.00 mg|0.2 mg|0 g|0.10 mg|0.24 mg|0 mg
GP077|Pempek adaan (fish ball)|Fish and Other Seafood|Processed/Products|1.7 g|62.6 g|1.0 mg|0 mcg|162|116 mg|119.0 mg|26 mg|27.8 g|0 mcg|3.0 g|488 mg|1.0 mg|4.9 g|0 mcg|0.03 mg|0.2 mg|0 g|0.10 mg|0.30 mg|0 mg
GP078|Featherback pempek|Fish and Other Seafood|Processed/Products|1.4 g|61.4 g|3.3 mg|0 mcg|156|55 mg|0 mg|100 mg|31.6 g|0 mcg|1.4 g|0 mg|0 mg|4.2 g|0 mcg|0 mg|0 mg|0.2 g|0 mg|0.03 mg|0 mg
GP079|Pempek kapal selam|Fish and Other Seafood|Processed/Products|1.6 g|63.4 g|1.6 mg|0 mcg|152|115 mg|91.0 mg|19 mg|28.2 g|0 mcg|2.3 g|628 mg|1.0 mg|4.5 g|0 mcg|0.03 mg|0.2 mg|0 g|0.10 mg|0.20 mg|0 mg
GP080|Pempek kelesan|Fish and Other Seafood|Processed/Products|2.0 g|53.0 g|1.8 mg|0 mcg|211|176 mg|0 mg|840 mg|26.6 g|888 mcg|6.1 g|0 mg|0 mg|12.3 g|14 mcg|0 mg|0 mg|0.4 g|0 mg|0.25 mg|0 mg
GP081|Skin pempek|Fish and Other Seafood|Processed/Products|2.7 g|45.7 g|2.0 mg|0 mcg|243|96 mg|102.0 mg|16 mg|39.1 g|0 mcg|7.3 g|555 mg|0.9 mg|5.2 g|0 mcg|0.02 mg|0.6 mg|0 g|0.10 mg|0.20 mg|0 mg
GP082|Egg pempek|Fish and Other Seafood|Processed/Products|1.9 g|62.4 g|1.3 mg|0 mcg|156|83 mg|48.0 mg|13 mg|28.3 g|0 mcg|2.7 g|448 mg|1.1 mg|4.7 g|0 mcg|0.05 mg|0.6 mg|0 g|0.10 mg|0.20 mg|0 mg
GP083|Spanish mackerel pempek|Fish and Other Seafood|Processed/Products|1.9 g|56.3 g|3.1 mg|0 mcg|173|80 mg|0 mg|164 mg|33.4 g|0 mcg|1.2 g|0 mg|0 mg|7.2 g|0 mcg|0 mg|0 mg|0.2 g|0 mg|0.02 mg|0 mg
GP084|Catfish pencok dish|Fish and Other Seafood|Processed/Products|4.9 g|47.5 g|5.3 mg|0 mcg|372|295 mg|0 mg|289 mg|3.5 g|12070 mcg|36.3 g|0 mg|0 mg|7.8 g|64 mcg|0 mg|0 mg|0.0 g|0 mg|0.12 mg|0 mg
GP085|Pinda dish|Fish and Other Seafood|Processed/Products|3.1 g|71.0 g|1.9 mg|0 mcg|107|336 mg|330.0 mg|375 mg|0.4 g|0 mcg|0.6 g|526 mg|0.5 mg|15.9 g|896 mcg|0.05 mg|1.0 mg|0 g|0.20 mg|0.89 mg|0 mg
GP086|Pindang kenari dish|Fish and Other Seafood|Processed/Products|2.8 g|80.1 g|1.3 mg|381 mcg|124|220 mg|270.0 mg|120 mg|0.0 g|0 mcg|9.6 g|370 mg|0.1 mg|9.5 g|18 mcg|0 mg|1.2 mg|0 g|0.30 mg|0 mg|0 mg
GP087|Octopus saboko dish|Fish and Other Seafood|Processed/Products|4.1 g|76.2 g|2.1 mg|0 mcg|87|14 mg|180.0 mg|60 mg|2.6 g|0 mcg|1.5 g|200 mg|0 mg|15.7 g|38 mcg|0 mg|4.0 mg|0 g|0.90 mg|0 mg|0 mg
GP088|Saboko saltan dish|Fish and Other Seafood|Processed/Products|0.3 g|76.0 g|0.5 mg|0 mcg|113|60 mg|350.0 mg|240 mg|3.0 g|0 mcg|3.6 g|40 mg|0.1 mg|17.1 g|27 mcg|0 mg|0.6 mg|0 g|0.20 mg|0 mg|0 mg
GP089|Sardine saboko dish|Fish and Other Seafood|Processed/Products|7.9 g|70.0 g|6.0 mg|0 mcg|110|520 mg|280.0 mg|220 mg|4.9 g|0 mcg|4.3 g|200 mg|0 mg|12.9 g|37 mcg|0 mg|3.9 mg|0 g|0.20 mg|0 mg|0 mg
GP090|Skewered milkfish|Fish and Other Seafood|Processed/Products|3.1 g|47.1 g|1.2 mg|2 mcg|283|186 mg|199.0 mg|118 mg|20.9 g|0 mcg|16.8 g|543 mg|0.0 mg|12.1 g|0 mcg|0.02 mg|0.9 mg|2.0 g|0.20 mg|0.02 mg|0 mg
GP091|Sepi dish|Fish and Other Seafood|Processed/Products|13.8 g|66.1 g|2.3 mg|0 mcg|88|350 mg|258.0 mg|924 mg|10.6 g|0 mcg|1.6 g|873 mg|0 mg|7.9 g|783 mcg|0 mg|1.1 mg|0 g|1.00 mg|0 mg|0 mg
GP092|Tekwan|Fish and Other Seafood|Processed/Products|1.1 g|86.7 g|1.0 mg|0 mcg|53|41 mg|42.0 mg|9 mg|9.4 g|0 mcg|0.9 g|174 mg|0.4 mg|1.9 g|99 mcg|0.02 mg|0.0 mg|0 g|0.00 mg|0.10 mg|0 mg
GP093|Balado anchovy dish|Fish and Other Seafood|Processed/Products|10.9 g|25.8 g|4.0 mg|0 mcg|365|348 mg|0 mg|869 mg|17.5 g|1567 mcg|22.3 g|0 mg|0 mg|23.7 g|27 mcg|0 mg|0 mg|0.0 g|0 mg|0.13 mg|0 mg
GP094|Stir-fried milkfish|Fish and Other Seafood|Processed/Products|1.9 g|70.5 g|0.4 mg|0 mcg|189|129 mg|280.0 mg|56 mg|0.6 g|0 mcg|15.7 g|314 mg|0 mg|11.3 g|579 mcg|0.02 mg|0.7 mg|0 g|0.10 mg|0.46 mg|0 mg
GP095|Stir-fried keumamah|Fish and Other Seafood|Processed/Products|4.3 g|45.7 g|0 mg|8 mcg|300|0 mg|0 mg|0 mg|15.5 g|0 mcg|20.0 g|0 mg|0 mg|14.5 g|0 mcg|0.04 mg|0 mg|4.5 g|0 mg|0.63 mg|7 mg
GR001|Java barb fresh|Fish and Other Seafood|Raw|2.1 g|81.5 g|1.5 mg|0 mcg|70|155 mg|169.0 mg|49 mg|1.0 g|0 mcg|0.8 g|55 mg|7.7 mg|14.6 g|0 mcg|0.12 mg|1.2 mg|0.0 g|0.20 mg|0.22 mg|0 mg
GR002|Maroon clownfish fresh|Fish and Other Seafood|Raw|4.1 g|79.5 g|3.0 mg|3 mcg|93|199 mg|175.9 mg|60 mg|6.1 g|71 mcg|1.5 g|33 mg|2.7 mg|12.8 g|51 mcg|0.00 mg|1.0 mg|0.0 g|0.10 mg|0.06 mg|0 mg
GR003|Blackfin snapper fresh|Fish and Other Seafood|Raw|0.9 g|82.2 g|1.8 mg|20 mcg|75|200 mg|204.1 mg|32 mg|0.1 g|0 mcg|0.7 g|37 mg|2.5 mg|16.1 g|0 mcg|0.00 mg|1.3 mg|0.0 g|1.60 mg|0.08 mg|0 mg
GR004|Milkfish fresh|Fish and Other Seafood|Raw|2.0 g|66.0 g|0.4 mg|0 mcg|193|150 mg|264.9 mg|48 mg|0.0 g|0 mcg|13.0 g|118 mg|4.1 mg|19.0 g|45 mcg|0.10 mg|0.2 mg|0.0 g|0.10 mg|0.01 mg|0 mg
GR005|Chub mackerel fresh|Fish and Other Seafood|Raw|1.5 g|76.5 g|2.0 mg|0 mcg|107|202 mg|253.4 mg|54 mg|1.5 g|0 mcg|3.9 g|86 mg|2.5 mg|16.5 g|25 mcg|0.10 mg|1.0 mg|0.0 g|0.50 mg|0.05 mg|0 mg
GR006|Streaked spinefoot fresh|Fish and Other Seafood|Raw|1.3 g|73.7 g|3.0 mg|0 mcg|112|120 mg|258.7 mg|98 mg|3.7 g|0 mcg|1.3 g|148 mg|0.3 mg|20.0 g|0 mcg|0.00 mg|0.1 mg|0.0 g|0.00 mg|0.07 mg|0 mg
GR007|Seluang fish fresh|Fish and Other Seafood|Raw|1.2 g|74.0 g|2.0 mg|21 mcg|123|150 mg|271.1 mg|20 mg|0.0 g|0 mcg|4.8 g|67 mg|6.0 mg|20.0 g|45 mcg|0.10 mg|0.9 mg|0.0 g|0.00 mg|0.05 mg|0 mg
GR008|Hemibagrus catfish fresh|Fish and Other Seafood|Raw|1.4 g|73.5 g|7.3 mg|62 mcg|111|278 mg|338.7 mg|68 mg|4.8 g|0 mcg|0.9 g|99 mg|7.3 mg|19.4 g|0 mcg|0.20 mg|0.6 mg|0.0 g|0.20 mg|0.03 mg|0 mg
GR009|Silver pomfret fresh|Fish and Other Seafood|Raw|1.2 g|80.0 g|3.8 mg|0 mcg|78|521 mg|692.0 mg|26 mg|3.7 g|0 mcg|0.6 g|26 mg|3.0 mg|14.5 g|732 mcg|0.04 mg|4.1 mg|0.0 g|4.70 mg|0.20 mg|0 mg
GR010|Indonesian featherback fresh|Fish and Other Seafood|Raw|1.1 g|75.7 g|0.0 mg|0 mcg|115|207 mg|361.0 mg|0 mg|4.2 g|0 mcg|4.6 g|42 mg|1.1 mg|14.5 g|0 mcg|0.04 mg|0.9 mg|0.0 g|0.20 mg|1.20 mg|0 mg
GR011|Asian swamp eel fresh|Fish and Other Seafood|Raw|1.2 g|74.9 g|1.3 mg|0 mcg|123|146 mg|349.0 mg|5 mg|3.3 g|0 mcg|5.5 g|32 mg|1.2 mg|15.1 g|0 mcg|0.03 mg|0.7 mg|0.0 g|0.10 mg|0.20 mg|0 mg
GR012|Eel saltwater fresh|Fish and Other Seafood|Raw|1.3 g|78.0 g|2.0 mg|0 mcg|91|150 mg|233.3 mg|20 mg|0.0 g|0 mcg|1.7 g|129 mg|1.8 mg|19.0 g|45 mcg|0.10 mg|0.3 mg|0.0 g|0.10 mg|0.05 mg|0 mg
GR013|Spotted barb fresh|Fish and Other Seafood|Raw|2.3 g|79.2 g|1.3 mg|0 mcg|80|315 mg|356.0 mg|303 mg|2.2 g|0 mcg|1.4 g|41 mg|1.4 mg|14.7 g|0 mcg|0.14 mg|0.8 mg|0.0 g|0.00 mg|1.20 mg|0 mg
GR014|Kissing gourami fresh|Fish and Other Seafood|Raw|9.0 g|70.0 g|1.0 mg|0 mcg|109|500 mg|323.5 mg|500 mg|0.0 g|0 mcg|4.0 g|109 mg|2.6 mg|17.0 g|45 mcg|0.10 mg|1.3 mg|0.0 g|0.60 mg|0.05 mg|0 mg
GR015|Cyprinid fish fresh|Fish and Other Seafood|Raw|1.4 g|79.1 g|1.0 mg|0 mcg|90|265 mg|207.0 mg|125 mg|2.1 g|0 mcg|2.5 g|35 mg|2.9 mg|14.9 g|0 mcg|0.03 mg|0.6 mg|0.0 g|0.40 mg|0.36 mg|0 mg
GR016|Giant trevally fresh|Fish and Other Seafood|Raw|10.6 g|68.3 g|1.5 mg|0 mcg|88|1760 mg|202.0 mg|27 mg|6.2 g|0 mcg|0.7 g|217 mg|2.7 mg|14.2 g|0 mcg|0.09 mg|4.1 mg|0.0 g|0.00 mg|0.72 mg|0 mg
GR017|Herring fresh|Fish and Other Seafood|Raw|1.6 g|75.5 g|0.4 mg|0 mcg|100|90 mg|390.0 mg|90 mg|4.9 g|0 mcg|2.4 g|390 mg|0 mg|14.7 g|0 mcg|0 mg|0.8 mg|0 g|0.70 mg|0 mg|0 mg
GR018|Skipjack tuna fresh|Fish and Other Seafood|Raw|1.5 g|66.7 g|0.5 mg|0 mcg|134|29 mg|489.0 mg|29 mg|5.0 g|0 mcg|1.3 g|197 mg|0.8 mg|25.5 g|0 mcg|0.02 mg|0.5 mg|0 g|0.10 mg|0.30 mg|0 mg
GR019|Skipjack tuna liver fresh|Fish and Other Seafood|Raw|1.2 g|73.0 g|2.9 mg|0 mcg|107|242 mg|239.0 mg|23 mg|5.5 g|0 mcg|0.7 g|66 mg|21.7 mg|19.6 g|386 mcg|0.05 mg|0.6 mg|0.0 g|0.20 mg|0.17 mg|0 mg
GR020|Skipjack tuna heart fresh|Fish and Other Seafood|Raw|1.4 g|73.4 g|0.9 mg|0 mcg|120|30 mg|280.0 mg|30 mg|10.0 g|0 mcg|3.9 g|420 mg|0.2 mg|11.3 g|0 mcg|0 mg|4.3 mg|0 g|1.60 mg|0 mg|0 mg
GR021|Skipjack tuna stomach fresh|Fish and Other Seafood|Raw|1.1 g|76.3 g|3.4 mg|0 mcg|116|40 mg|250.0 mg|10 mg|10.2 g|0 mcg|1.2 g|360 mg|0.1 mg|11.2 g|908 mcg|0 mg|1.9 mg|0 g|0.50 mg|0 mg|0 mg
GR022|Squid fresh|Fish and Other Seafood|Raw|0.9 g|79.1 g|2.1 mg|0 mcg|86|110 mg|210.0 mg|20 mg|8.7 g|0 mcg|1.1 g|230 mg|0.3 mg|10.2 g|0 mcg|0 mg|9.3 mg|0 g|0.30 mg|0.24 mg|0 mg
GR023|Leaf fish fresh|Fish and Other Seafood|Raw|1.2 g|78.6 g|0.8 mg|0 mcg|101|210 mg|270.0 mg|80 mg|4.6 g|0 mcg|4.1 g|120 mg|0.1 mg|11.5 g|0 mcg|0.07 mg|0.9 mg|0.0 g|0.10 mg|0.08 mg|0 mg
GR024|Caesionidae fresh|Fish and Other Seafood|Raw|0.3 g|74.1 g|0.5 mg|29 mcg|108|220 mg|230.0 mg|30 mg|2.1 g|0 mcg|1.2 g|50 mg|0.2 mg|22.3 g|40 mcg|0.10 mg|0.6 mg|0.0 g|0.10 mg|0.00 mg|0 mg
